,Average Cost for two,Has Table booking,Has Online delivery,Price range,Aggregate rating
7754,1100,Yes,Yes,3,3.3
7755,300,No,No,1,3.1
7756,200,No,No,1,3.3
7757,300,No,Yes,1,3.5
7758,600,No,No,2,3.6
7759,450,No,No,1,3.6
7760,900,No,Yes,2,3.5
7761,1700,Yes,No,3,3.7
7774,2000,No,No,4,4.3
7775,50,No,No,1,2.8
7776,150,No,No,1,2.9
7777,350,No,No,1,3.0
7778,500,No,No,2,2.8
7779,400,No,No,1,3.2
7780,400,No,Yes,1,3.1
7781,700,No,No,2,2.6
7782,450,No,No,1,3.3
7783,300,No,No,1,3.0
7784,250,No,No,1,3.4
7785,350,No,No,1,3.3
7786,550,No,No,2,2.9
7787,200,No,No,1,2.9
7788,400,No,No,1,2.9
7789,100,No,No,1,3.1
7790,200,No,No,1,3.0
7791,400,No,Yes,1,3.7
7837,800,Yes,No,2,3.3
7838,300,No,No,1,3.1
7839,300,No,No,1,3.4
7840,300,No,No,1,3.1
7841,200,No,No,1,3.0
7842,500,No,Yes,2,3.4
7843,200,No,Yes,1,3.3
7844,350,No,No,1,3.3
7845,200,No,No,1,2.9
7846,400,No,Yes,1,3.1
7847,800,Yes,Yes,2,3.3
7848,800,Yes,Yes,2,3.4
7849,900,No,No,2,4.6
7850,300,No,No,1,3.8
7851,600,No,No,2,3.8
7852,250,No,Yes,1,3.5
7853,700,No,Yes,2,3.5
7854,500,No,No,2,3.6
7855,400,No,No,1,3.6
7856,800,Yes,Yes,2,3.7
7857,150,No,No,1,3.5
7858,800,No,Yes,2,3.9
7859,150,No,No,1,3.5
7860,700,No,Yes,2,3.5
7861,500,No,Yes,2,3.6
7862,900,No,No,2,4.1
7863,600,No,No,2,4.3
7864,400,No,No,1,4.2
7865,800,No,Yes,2,4.1
7866,200,No,Yes,1,4.4
7867,350,No,No,1,4.0
7868,300,No,No,1,3.4
7870,250,No,No,1,3.3
7871,300,No,No,1,3.3
7872,300,No,No,1,3.4
7873,150,No,No,1,2.8
7874,400,No,No,1,3.0
7875,450,No,No,1,3.0
7876,200,No,No,1,2.7
7877,500,No,No,2,2.6
7878,400,No,No,1,3.3
7879,350,No,No,1,2.9
7880,400,No,No,1,3.0
7881,750,No,No,2,3.2
7882,850,Yes,No,2,3.3
7883,100,No,No,1,3.2
7884,350,No,No,1,2.6
7885,600,No,Yes,2,3.1
7886,300,No,No,1,3.0
7887,100,No,No,1,3.3
7888,100,No,No,1,3.1
7889,300,No,No,1,3.3
7890,600,No,No,2,3.2
7891,300,No,No,1,3.4
7892,500,No,No,2,2.6
7893,200,No,No,1,3.1
7894,300,No,No,1,3.3
7895,200,No,No,1,3.0
7896,350,No,Yes,1,2.8
7897,300,No,No,1,3.1
7898,600,No,No,2,2.8
7899,300,No,No,1,3.1
7900,650,No,No,2,3.1
7901,350,No,Yes,1,2.7
7902,350,No,No,1,3.3
7903,400,No,No,1,3.1
7904,400,No,No,1,2.8
7905,250,No,No,1,3.2
7906,300,No,No,1,3.2
7907,400,No,No,1,3.1
7908,550,No,No,2,3.4
7909,450,No,No,1,2.8
7910,100,No,No,1,3.0
7911,100,No,No,1,3.0
7912,350,No,No,1,3.3
7913,250,No,No,1,3.4
7914,800,Yes,No,2,2.6
7915,500,No,Yes,2,2.6
7916,200,No,No,1,3.2
7917,1150,Yes,Yes,3,3.4
7918,600,No,No,2,3.4
7919,600,No,No,2,3.2
7920,1100,Yes,No,3,3.2
7921,300,No,No,1,3.1
7922,100,No,No,1,2.6
7923,300,No,No,1,3.5
7924,700,No,No,2,3.5
7929,600,No,Yes,2,2.3
7930,350,No,No,1,2.8
7931,100,No,No,1,2.9
7932,400,No,Yes,1,3.4
7933,450,No,Yes,1,3.3
7934,350,No,Yes,1,3.1
7935,200,No,No,1,3.2
7936,400,No,No,1,3.0
7937,300,No,No,1,3.3
7938,600,No,No,2,2.6
7939,450,No,No,1,3.1
7940,400,No,No,1,2.5
7941,400,No,No,1,3.3
7942,400,No,No,1,3.2
7943,400,No,No,1,2.9
7944,500,No,Yes,2,3.5
7945,600,No,Yes,2,3.8
7946,800,No,Yes,2,3.6
7947,300,No,Yes,1,3.6
7948,500,No,No,2,3.6
7949,600,No,No,2,3.6
7963,350,No,No,1,2.4
7964,400,No,Yes,1,2.2
7965,300,No,Yes,1,2.4
7966,300,No,No,1,2.6
7967,400,No,No,1,3.4
7968,250,No,No,1,3.0
7969,150,No,No,1,3.2
7972,350,No,No,1,3.4
7973,500,No,Yes,2,2.1
7974,1500,Yes,No,3,3.5
7975,500,No,Yes,2,3.4
7976,400,No,No,1,3.5
7977,400,No,Yes,1,3.7
7978,400,No,Yes,1,4.1
7979,400,No,No,1,3.1
7980,600,No,No,2,3.2
7981,500,No,Yes,2,3.1
7982,350,No,No,1,3.1
7983,1000,No,No,3,3.6
7994,600,No,Yes,2,2.7
7995,150,No,No,1,3.3
7996,400,No,No,1,3.1
7997,250,No,No,1,3.3
7998,350,No,No,1,3.1
7999,600,No,No,2,2.7
8000,300,No,No,1,2.7
8001,350,No,No,1,2.9
8002,600,No,No,2,3.2
8003,1000,Yes,No,3,3.0
8004,400,No,Yes,1,2.7
8005,450,No,No,1,3.2
8006,400,No,No,1,2.7
8007,450,No,No,1,3.0
8008,150,No,No,1,3.9
8009,500,No,Yes,2,3.7
8033,500,No,No,2,3.1
8034,600,No,Yes,2,3.4
8035,800,Yes,No,2,2.9
8036,450,No,No,1,3.2
8038,300,No,No,1,3.1
8039,200,No,Yes,1,3.5
8040,400,No,Yes,1,3.7
8041,300,No,No,1,3.8
8042,2600,Yes,No,4,3.0
8043,600,No,No,2,3.5
8044,1100,Yes,Yes,3,3.5
8045,2000,Yes,No,4,2.4
8046,1100,Yes,No,3,3.4
8047,1500,Yes,No,3,3.4
8048,350,No,No,1,2.7
8049,250,No,No,1,4.5
8050,700,No,No,2,4.5
8051,650,No,No,2,3.5
8052,1500,Yes,Yes,3,3.9
8053,650,No,Yes,2,3.8
8054,400,No,No,1,3.9
8055,1400,Yes,Yes,3,3.9
8056,600,No,No,2,3.7
8057,600,No,No,2,3.7
8058,900,No,Yes,2,3.7
8059,400,No,No,1,3.8
8060,1800,No,No,3,3.9
8061,1000,No,No,3,3.9
8062,1600,Yes,Yes,3,3.9
8063,400,No,No,1,3.9
8064,550,No,Yes,2,3.6
8065,350,No,No,1,3.7
8066,500,No,No,2,3.5
8067,400,No,Yes,1,3.7
8068,1600,Yes,Yes,3,3.8
8069,1500,Yes,No,3,4.1
8070,1500,Yes,Yes,3,4.1
8071,1500,Yes,No,3,4.1
8072,1600,Yes,Yes,3,4.3
8073,650,No,Yes,2,4.0
8074,1350,No,No,3,4.0
8075,1300,No,No,3,4.0
8076,750,No,Yes,2,4.2
8077,1500,Yes,No,3,3.4
8078,2000,Yes,No,4,3.2
8079,350,No,No,1,3.4
8080,650,No,Yes,2,3.1
8081,350,No,Yes,1,2.6
8082,600,No,No,2,2.5
8083,1500,Yes,Yes,3,3.3
8084,650,No,Yes,2,3.9
8085,1200,No,No,3,3.7
8087,1800,Yes,No,3,3.4
8088,400,No,Yes,1,3.6
8089,600,No,Yes,2,3.7
8090,2000,Yes,No,4,3.8
8091,1900,Yes,No,3,3.8
8099,1300,Yes,Yes,3,4.1
8100,700,No,No,2,4.0
8102,1200,Yes,No,3,3.3
8103,400,No,Yes,1,2.5
8104,500,No,Yes,2,2.6
8105,200,No,Yes,1,2.5
8106,450,No,No,1,2.8
8107,600,No,Yes,2,3.2
8108,800,Yes,No,2,3.1
8109,350,No,No,1,3.2
8110,300,No,Yes,1,3.1
8111,600,No,No,2,2.8
8112,100,No,No,1,2.8
8113,500,No,Yes,2,3.0
8114,600,No,No,2,2.8
8115,250,No,Yes,1,2.8
8116,400,No,Yes,1,2.6
8117,500,No,No,2,2.9
8118,900,Yes,No,2,3.1
8119,600,No,Yes,2,2.7
8120,1000,Yes,Yes,3,2.9
8121,600,No,No,2,2.5
8122,600,No,No,2,2.8
8123,700,No,No,2,3.5
8124,350,No,No,1,3.8
8125,500,No,No,2,3.5
8140,500,No,Yes,2,2.9
8141,500,No,Yes,2,2.7
8142,300,No,No,1,3.1
8143,1300,Yes,No,3,3.0
8146,1000,Yes,Yes,3,2.6
8147,500,No,Yes,2,2.8
8148,350,No,Yes,1,3.2
8149,600,No,No,2,2.6
8150,400,No,Yes,1,3.4
8151,300,No,No,1,3.1
8152,600,No,No,2,2.7
8153,350,No,No,1,3.6
8154,250,No,Yes,1,3.5
8155,500,No,Yes,2,3.9
8156,150,No,Yes,1,3.6
8157,650,No,Yes,2,3.6
8159,1000,No,No,3,3.4
8160,2000,Yes,No,4,3.2
8161,900,No,No,2,2.9
8162,3500,Yes,No,4,3.5
8163,1500,Yes,No,3,3.3
8165,500,No,Yes,2,3.3
8166,600,No,Yes,2,3.0
8167,500,No,No,2,3.1
8168,300,No,No,1,3.4
8169,950,No,No,2,3.2
8170,600,No,No,2,2.9
8171,500,No,Yes,2,2.5
8172,450,No,Yes,1,3.2
8173,700,No,No,2,3.0
8174,1000,No,No,3,2.6
8175,500,No,Yes,2,2.6
8176,350,No,No,1,2.8
8177,450,No,No,1,2.8
8178,1000,No,No,3,3.5
8179,1200,No,No,3,3.8
8180,400,No,No,1,3.5
8181,600,No,Yes,2,3.6
8193,600,No,Yes,2,2.3
8194,400,No,Yes,1,2.3
8197,2200,Yes,No,4,3.2
8198,1700,Yes,No,3,3.3
8199,200,No,Yes,1,2.9
8200,450,No,Yes,1,2.7
8201,800,No,No,2,3.1
8202,550,No,Yes,2,3.2
8203,400,No,Yes,1,2.8
8204,400,No,Yes,1,3.5
8207,500,No,No,2,3.4
8208,2000,Yes,No,4,3.2
8209,2800,Yes,No,4,4.1
8210,3200,Yes,No,4,3.5
8213,200,No,No,1,2.9
8214,100,No,No,1,2.9
8219,500,No,Yes,2,4.0
8220,600,No,Yes,2,2.7
8221,800,Yes,Yes,2,3.3
8222,300,No,Yes,1,2.6
8223,600,No,Yes,2,3.4
8224,900,No,Yes,2,3.7
8228,400,No,No,1,3.2
8229,500,No,Yes,2,3.4
8230,1100,Yes,No,3,3.1
8231,400,No,Yes,1,2.6
8232,1400,No,Yes,3,2.5
8233,400,No,No,1,2.9
8234,400,No,No,1,2.9
8235,300,No,No,1,2.8
8236,200,No,No,1,2.6
8237,350,No,No,1,2.9
8238,400,No,No,1,3.3
8239,600,No,Yes,2,2.5
8240,150,No,No,1,2.6
8241,500,No,No,2,2.7
8242,1000,No,Yes,3,2.6
8243,500,No,Yes,2,2.6
8244,700,No,Yes,2,3.2
8245,500,No,No,2,3.3
8246,600,No,Yes,2,2.7
8247,800,No,Yes,2,3.4
8248,800,Yes,No,2,3.1
8249,550,No,Yes,2,3.2
8250,1000,Yes,Yes,3,3.5
8251,550,No,Yes,2,3.8
8252,650,No,Yes,2,3.7
8253,400,No,Yes,1,3.6
8254,900,No,Yes,2,3.6
8255,850,No,Yes,2,3.6
8256,750,No,Yes,2,3.6
8257,400,No,Yes,1,3.5
8275,700,No,No,2,2.1
8276,800,Yes,Yes,2,2.4
8277,800,No,Yes,2,2.3
8278,500,No,No,2,2.4
8279,250,No,Yes,1,2.4
8280,800,Yes,No,2,4.0
8281,100,No,No,1,3.0
8282,250,No,Yes,1,3.0
8283,350,No,No,1,2.8
8284,400,No,No,1,3.0
8285,500,No,Yes,2,2.6
8286,300,No,No,1,3.0
8287,550,No,No,2,2.7
8288,350,No,Yes,1,3.1
8289,1100,No,Yes,3,3.7
8302,150,No,Yes,1,2.3
8303,450,No,Yes,1,2.6
8304,550,No,No,2,3.4
8305,200,No,No,1,3.9
8306,550,No,Yes,2,3.9
8307,400,No,Yes,1,3.6
8312,300,No,No,1,3.0
8313,450,No,No,1,2.9
8314,400,No,Yes,1,3.1
8315,400,No,Yes,1,2.5
8316,600,No,No,2,2.9
8317,700,No,No,2,2.5
8318,400,No,No,1,3.0
8319,1400,No,No,3,2.8
8320,200,No,Yes,1,2.8
8321,400,No,No,1,3.2
8322,400,No,No,1,2.8
8323,500,No,Yes,2,2.6
8324,300,No,No,1,2.9
8354,1300,Yes,No,3,4.2
8355,150,No,No,1,2.9
8356,500,No,Yes,2,2.8
8357,400,No,No,1,2.8
8358,200,No,No,1,2.9
8359,350,No,No,1,3.1
8360,150,No,No,1,2.9
8361,800,Yes,Yes,2,3.3
8362,250,No,No,1,3.4
8363,300,No,No,1,3.0
8364,250,No,Yes,1,3.0
8365,500,No,No,2,2.7
8366,400,No,No,1,3.2
8367,200,No,No,1,3.2
8368,700,No,Yes,2,3.5
8369,1500,Yes,Yes,3,3.6
8384,650,No,No,2,2.9
8385,700,No,Yes,2,3.0
8386,300,No,Yes,1,3.3
8387,500,No,No,2,3.4
8388,200,No,Yes,1,3.5
8389,500,No,Yes,2,3.7
8394,1600,No,No,3,4.3
8395,400,No,Yes,1,3.3
8396,1300,Yes,No,3,2.5
8397,1200,Yes,Yes,3,3.4
8398,150,No,No,1,3.1
8399,700,No,Yes,2,2.5
8400,250,No,No,1,2.5
8401,100,No,No,1,2.8
8402,1500,Yes,No,3,2.6
8403,1600,Yes,No,3,3.3
8404,600,No,No,2,3.3
8405,1200,Yes,No,3,3.3
8406,500,No,Yes,2,2.7
8407,400,No,No,1,3.2
8408,600,No,Yes,2,2.5
8409,600,No,Yes,2,3.3
8410,650,No,Yes,2,3.4
8411,900,No,Yes,2,3.0
8412,1000,Yes,No,3,2.6
8413,700,No,Yes,2,2.6
8414,600,No,Yes,2,3.2
8415,600,No,Yes,2,3.3
8416,600,No,Yes,2,3.4
8417,1400,Yes,Yes,3,3.2
8418,350,No,Yes,1,3.2
8419,300,No,No,1,3.4
8420,1300,Yes,No,3,3.2
8421,1400,Yes,Yes,3,3.0
8422,1400,Yes,Yes,3,3.4
8423,1000,Yes,No,3,3.4
8424,350,No,Yes,1,3.9
8425,1350,Yes,Yes,3,3.5
8426,300,No,Yes,1,3.6
8427,1600,Yes,Yes,3,3.9
8428,1200,No,No,3,3.6
8429,550,No,Yes,2,3.7
8430,800,Yes,Yes,2,3.8
8431,900,Yes,Yes,2,3.7
8432,450,No,Yes,1,3.6
8433,650,No,Yes,2,3.5
8434,1400,No,Yes,3,3.8
8435,1000,No,Yes,3,3.8
8436,350,No,Yes,1,3.5
8437,700,No,No,2,3.6
8438,300,No,Yes,1,3.8
8439,950,Yes,Yes,2,3.8
8440,800,No,Yes,2,3.8
8441,400,No,Yes,1,3.5
8442,200,No,Yes,1,3.5
8443,600,No,No,2,3.9
8444,500,No,Yes,2,3.6
8445,1550,Yes,No,3,3.6
8446,1800,Yes,Yes,3,3.7
8447,500,No,Yes,2,3.9
8448,500,No,Yes,2,3.8
8449,600,No,Yes,2,3.6
8450,1000,Yes,No,3,3.9
8451,800,Yes,Yes,2,3.7
8452,500,No,Yes,2,3.9
8453,2000,Yes,Yes,4,3.7
8454,300,No,No,1,3.5
8455,500,No,Yes,2,3.8
8456,1500,Yes,No,3,3.6
8457,2350,Yes,Yes,4,3.5
8458,2200,Yes,No,4,3.5
8459,1600,Yes,Yes,3,3.6
8460,1500,Yes,No,3,3.5
8461,1600,Yes,Yes,3,3.7
8462,200,No,Yes,1,3.5
8463,350,No,Yes,1,3.6
8464,700,No,Yes,2,2.2
8465,450,No,Yes,1,2.3
8466,450,No,Yes,1,2.1
8467,2000,Yes,No,4,2.4
8468,450,No,Yes,1,4.2
8469,300,No,No,1,4.0
8470,350,No,No,1,2.8
8471,400,No,Yes,1,3.6
8474,300,No,No,1,2.9
8475,1100,Yes,Yes,3,2.5
8476,500,No,Yes,2,3.6
8483,500,No,Yes,2,2.6
8484,400,No,No,1,3.0
8486,300,No,No,1,3.3
8487,600,No,Yes,2,3.0
8489,250,No,No,1,3.0
8490,500,No,Yes,2,3.0
8491,450,No,Yes,1,2.5
8498,350,No,Yes,1,3.4
8499,550,No,Yes,2,3.1
8500,500,No,No,2,2.6
8501,400,No,No,1,3.0
8504,300,No,Yes,1,2.5
8506,500,No,Yes,2,4.1
8507,600,No,Yes,2,3.3
8508,400,No,No,1,3.0
8509,200,No,No,1,2.7
8510,600,No,Yes,2,3.4
8511,450,No,No,1,2.9
8512,150,No,No,1,3.0
8513,250,No,No,1,3.1
8514,400,No,No,1,3.0
8515,450,No,Yes,1,2.6
8516,450,No,No,1,3.1
8517,200,No,No,1,3.2
8518,300,No,Yes,1,2.8
8519,400,No,No,1,2.9
8520,350,No,No,1,2.9
8521,400,No,Yes,1,3.6
8522,200,No,No,1,3.5
8523,400,No,No,1,3.5
8531,800,No,Yes,2,2.3
8532,500,No,Yes,2,2.0
8533,600,No,Yes,2,2.8
8534,200,No,No,1,3.2
8535,100,No,No,1,3.1
8536,500,No,Yes,2,2.9
8537,100,No,No,1,3.2
8538,400,No,No,1,3.5
8539,300,No,No,1,3.2
8540,600,No,Yes,2,3.0
8541,300,No,No,1,3.4
8542,500,No,Yes,2,3.5
8543,350,No,No,1,3.7
8546,500,No,Yes,2,2.8
8547,200,No,No,1,3.0
8548,300,No,No,1,3.9
8551,600,No,Yes,2,3.7
8552,800,Yes,Yes,2,3.7
8553,200,No,No,1,3.0
8554,600,No,No,2,2.7
8555,400,No,No,1,3.1
8556,350,No,No,1,2.6
8557,200,No,No,1,3.7
8561,300,No,No,1,3.0
8562,450,No,No,1,3.2
8563,400,No,No,1,3.4
8566,500,No,No,2,2.8
8567,300,No,No,1,3.1
8568,550,No,Yes,2,2.6
8569,550,No,No,2,2.5
8570,900,Yes,No,2,2.9
8571,300,No,No,1,3.0
8572,400,No,Yes,1,3.6
8573,450,No,Yes,1,3.7
8579,100,No,No,1,3.0
8580,800,Yes,Yes,2,2.8
8581,500,No,No,2,3.4
8582,500,No,Yes,2,2.9
8583,500,No,No,2,3.4
8584,400,No,No,1,2.9
8585,400,No,Yes,1,3.1
8586,450,No,Yes,1,3.7
8587,700,No,Yes,2,3.8
8588,450,No,Yes,1,3.6
8589,350,No,Yes,1,3.7
8590,800,Yes,Yes,2,3.7
8591,400,No,No,1,3.5
8592,400,No,Yes,1,3.6
8593,400,No,Yes,1,3.7
8594,350,No,Yes,1,3.8
8595,400,No,Yes,1,3.7
8596,250,No,No,1,3.9
8601,400,No,No,1,4.3
8602,500,No,Yes,2,4.3
8603,200,No,No,1,4.1
8604,400,No,No,1,2.8
8605,650,No,No,2,3.0
8606,500,No,Yes,2,3.2
8607,400,No,No,1,3.1
8608,1300,Yes,No,3,3.7
8609,500,No,No,2,3.5
8615,700,No,No,2,2.4
8616,500,No,Yes,2,4.0
8617,650,No,Yes,2,3.4
8618,600,No,Yes,2,3.0
8619,400,No,No,1,3.0
8620,500,No,Yes,2,3.3
8622,400,No,No,1,3.4
8624,600,No,Yes,2,3.2
8625,300,No,Yes,1,3.3
8626,350,No,No,1,3.1
8627,300,No,Yes,1,3.1
8628,400,No,No,1,2.9
8629,700,No,No,2,2.5
8630,150,No,No,1,3.4
8631,500,No,Yes,2,3.2
8632,600,No,Yes,2,3.1
8633,350,No,No,1,2.7
8634,450,No,No,1,2.9
8635,300,No,No,1,3.2
8636,400,No,No,1,2.9
8637,400,No,No,1,3.3
8638,600,No,Yes,2,3.3
8639,550,No,Yes,2,3.2
8640,500,No,Yes,2,3.3
8641,600,No,Yes,2,3.4
8642,450,No,Yes,1,2.5
8643,1300,No,Yes,3,3.0
8644,350,No,No,1,3.4
8645,300,No,No,1,3.0
8646,300,No,Yes,1,2.8
8647,700,No,Yes,2,3.6
8648,600,No,Yes,2,3.5
8649,500,No,Yes,2,3.7
8650,400,No,Yes,1,3.6
8651,400,No,Yes,1,3.5
8652,700,No,Yes,2,3.5
8666,700,No,No,2,2.4
8667,800,No,Yes,2,2.4
8668,500,No,Yes,2,4.1
8669,200,No,Yes,1,2.7
8670,500,No,No,2,3.0
8671,500,No,No,2,2.9
8672,800,No,No,2,3.2
8673,600,No,Yes,2,3.1
8674,200,No,Yes,1,2.5
8675,600,No,Yes,2,3.4
8676,450,No,No,1,2.9
8677,200,No,No,1,3.0
8678,400,No,No,1,2.8
8679,550,No,Yes,2,3.7
8680,600,No,Yes,2,3.7
8681,650,No,Yes,2,3.8
8692,650,No,Yes,2,3.3
8693,350,No,No,1,3.3
8694,550,No,Yes,2,3.1
8695,500,No,No,2,2.9
8701,300,No,No,1,3.0
8702,650,No,No,2,3.4
8707,400,No,No,1,2.8
8708,550,No,No,2,2.9
8709,550,No,No,2,3.0
8710,700,No,No,2,3.0
8711,500,No,No,2,3.1
8712,250,No,Yes,1,3.4
8715,700,No,No,2,2.3
8716,450,No,Yes,1,2.4
8717,500,No,No,2,3.0
8718,400,No,Yes,1,3.2
8719,450,No,Yes,1,3.5
8721,250,No,No,1,3.8
8722,300,No,Yes,1,3.5
8724,450,No,No,1,2.7
8725,450,No,No,1,3.4
8726,800,No,Yes,2,2.7
8727,400,No,No,1,3.1
8728,500,No,Yes,2,3.3
8729,750,No,Yes,2,3.4
8730,800,Yes,No,2,2.5
8731,400,No,No,1,2.7
8732,450,No,Yes,1,3.4
8733,300,No,No,1,3.0
8734,400,No,No,1,3.4
8735,500,No,Yes,2,2.8
8736,500,No,No,2,2.5
8737,550,No,Yes,2,3.2
8738,650,No,Yes,2,2.6
8739,1300,No,Yes,3,2.5
8740,250,No,No,1,3.6
8741,700,No,Yes,2,3.5
8748,800,Yes,Yes,2,2.3
8749,700,No,No,2,2.4
8750,600,No,Yes,2,2.3
8751,500,No,Yes,2,2.3
8752,800,No,Yes,2,2.3
8753,1300,Yes,Yes,3,2.4
8754,750,Yes,No,2,2.4
8755,800,No,Yes,2,2.4
8756,700,No,Yes,2,4.1
8757,1300,Yes,Yes,3,4.3
8758,500,No,No,2,4.1
8759,650,No,No,2,2.7
8760,350,No,No,1,3.0
8761,150,No,No,1,2.8
8762,350,No,No,1,2.7
8763,650,No,Yes,2,3.1
8764,500,No,Yes,2,3.6
8765,600,No,Yes,2,3.7
8766,600,No,No,2,3.6
8767,550,No,Yes,2,3.6
8768,500,No,Yes,2,3.5
8786,700,No,Yes,2,2.3
8787,800,No,No,2,3.2
8788,150,No,No,1,2.9
8792,800,No,Yes,2,2.9
8793,600,No,No,2,2.9
8794,650,No,Yes,2,3.1
8795,650,No,Yes,2,3.2
8796,500,No,Yes,2,2.6
8797,500,No,Yes,2,3.8
8798,600,No,Yes,2,3.5
8809,350,No,Yes,1,2.1
8810,500,No,Yes,2,2.3
8811,150,No,No,1,2.9
8813,300,No,No,1,2.9
8814,500,No,Yes,2,3.1
8815,500,No,Yes,2,2.5
8819,650,No,No,2,3.0
8820,650,No,No,2,2.9
8821,600,No,Yes,2,3.3
8822,300,No,No,1,3.1
8823,400,No,Yes,1,2.7
8832,650,No,Yes,2,2.7
8833,300,No,No,1,2.7
8834,350,No,No,1,2.9
8835,350,No,No,1,3.1
8839,150,No,No,1,3.1
8843,300,No,No,1,3.4
8844,650,No,Yes,2,3.1
8848,200,No,Yes,1,3.2
8849,1100,Yes,No,3,3.2
8850,400,No,No,1,3.0
8851,150,No,No,1,2.7
8852,450,No,No,1,3.0
8853,450,No,No,1,3.0
8854,400,No,No,1,3.2
8855,500,No,No,2,3.2
8856,250,No,No,1,3.1
8857,200,No,No,1,2.9
8858,300,No,No,1,2.7
8859,1500,No,Yes,3,3.1
8860,700,No,Yes,2,3.2
8861,700,No,No,2,2.6
8862,400,No,No,1,2.8
8863,300,No,No,1,3.2
8864,350,No,Yes,1,2.5
8865,200,No,Yes,1,3.4
8866,400,No,No,1,3.1
8867,350,No,Yes,1,3.2
8868,250,No,No,1,2.9
8869,500,No,No,2,3.3
8870,400,No,No,1,2.9
8871,200,No,No,1,2.8
8872,650,No,Yes,2,2.7
8873,200,No,No,1,3.0
8874,400,No,No,1,3.1
8875,650,No,No,2,3.3
8876,1500,Yes,No,3,3.1
8877,300,No,No,1,3.0
8878,1000,No,Yes,3,3.1
8879,800,No,Yes,2,3.2
8880,400,No,No,1,3.1
8881,750,No,No,2,2.9
8882,250,No,Yes,1,2.8
8883,500,No,Yes,2,3.4
8884,500,No,Yes,2,2.5
8885,900,Yes,No,2,2.8
8886,300,No,No,1,2.9
8887,600,No,No,2,3.0
8888,500,No,Yes,2,3.4
8889,400,No,No,1,3.5
8890,400,No,Yes,1,3.5
8891,300,No,No,1,3.8
8892,500,No,Yes,2,3.5
8893,850,No,Yes,2,3.6
8921,600,No,Yes,2,2.4
8922,500,No,No,2,2.4
8923,500,No,Yes,2,2.4
8924,750,No,Yes,2,2.6
8925,450,No,Yes,1,2.6
8936,300,No,No,1,2.8
8937,400,No,Yes,1,3.2
8942,700,No,Yes,2,2.7
8943,500,No,Yes,2,3.3
8945,500,No,No,2,3.1
8946,200,No,No,1,2.9
8952,400,No,No,1,2.9
8953,500,No,No,2,3.4
8954,350,No,No,1,3.3
8955,150,No,Yes,1,3.1
8956,600,No,Yes,2,3.0
8957,400,No,No,1,3.0
8958,500,No,Yes,2,2.7
8959,850,No,No,2,2.9
8960,500,No,No,2,3.0
8961,400,No,No,1,2.9
8962,550,No,No,2,2.9
8963,800,No,Yes,2,3.4
8964,450,No,No,1,3.2
8965,650,No,No,2,2.9
8966,150,No,No,1,3.1
8967,500,No,No,2,3.1
8968,500,No,No,2,3.0
8969,350,No,Yes,1,2.7
8970,300,No,No,1,3.1
8971,400,No,No,1,2.9
8972,500,No,Yes,2,3.1
8973,600,No,Yes,2,3.7
8974,650,No,Yes,2,3.5
8975,800,Yes,No,2,3.5
9011,400,No,Yes,1,2.4
9012,1400,No,Yes,3,2.1
9013,400,No,No,1,3.2
9015,200,No,No,1,3.2
9016,400,No,Yes,1,3.2
9017,300,No,No,1,2.9
9018,200,No,No,1,3.4
9019,500,No,No,2,3.1
9020,600,No,Yes,2,3.1
9021,500,No,No,2,3.0
9022,800,Yes,Yes,2,3.1
9023,500,No,No,2,3.1
9024,500,No,No,2,3.0
9025,550,No,Yes,2,3.6
9026,300,No,Yes,1,3.6
9033,350,No,No,1,2.4
9034,400,No,No,1,3.1
9036,100,No,No,1,3.0
9037,550,No,No,2,3.2
9038,350,No,No,1,3.0
9039,1000,No,No,3,3.4
9040,500,No,No,2,2.6
9041,500,No,Yes,2,3.4
9042,600,No,No,2,3.6
9043,1300,No,No,3,3.9
9050,2500,Yes,No,4,2.2
9051,650,No,Yes,2,2.2
9052,600,No,Yes,2,3.2
9053,650,No,No,2,2.5
9054,200,No,No,1,3.0
9055,2000,Yes,Yes,4,3.1
9056,1000,Yes,Yes,3,2.5
9057,750,Yes,Yes,2,2.5
9058,600,No,Yes,2,3.1
9059,1000,No,Yes,3,3.3
9060,800,Yes,Yes,2,2.6
9061,1200,Yes,Yes,3,3.0
9062,700,No,Yes,2,2.6
9063,600,No,Yes,2,2.7
9064,550,No,Yes,2,3.2
9065,450,No,Yes,1,3.5
9068,700,No,No,2,2.4
9069,600,No,Yes,2,2.3
9070,500,No,Yes,2,2.3
9071,650,No,No,2,3.3
9072,500,No,No,2,3.0
9073,450,No,No,1,2.7
9074,450,No,No,1,2.7
9075,400,No,Yes,1,3.4
9076,600,No,No,2,2.8
9077,300,No,No,1,3.0
9078,700,No,No,2,3.2
9079,250,No,No,1,3.1
9080,600,No,Yes,2,3.2
9081,500,No,No,2,3.4
9082,800,Yes,Yes,2,3.3
9083,1200,Yes,No,3,3.1
9084,700,No,No,2,2.6
9085,250,No,No,1,3.4
9086,1300,No,Yes,3,2.6
9087,300,No,No,1,3.5
9088,500,No,No,2,3.5
9089,600,No,No,2,3.5
9090,1100,Yes,Yes,3,3.6
9091,150,No,No,1,3.5
9092,1500,Yes,No,3,3.7
9093,600,No,Yes,2,3.6
9094,1000,No,No,3,3.7
9095,800,No,No,2,3.5
9096,2500,Yes,Yes,4,3.5
